name,serving_size,serving_unit,protein_g,fat_g,carbs_g,calories,category
Baby Carrots,100.0,g,0.6,0.1,8.2,35.0,Vegetables
Baby Ruth,100.0,g,5.4,21.6,64.8,459.0,Sweets
Babyfood Apple Yogurt Dessert Strained,100.0,g,0.8,1.6,19.5,93.0,Baby Foods
Babyfood Apple-Banana Juice,100.0,g,0.2,0.1,12.3,51.0,Baby Foods
Babyfood Apples Dices Toddler,100.0,g,0.2,0.4,11.6,50.0,Baby Foods
Babyfood Apples With Ham Strained,100.0,g,2.6,0.9,10.9,62.0,Baby Foods
Babyfood Baby Mum Mum Rice Biscuits,100.0,g,12.5,0.9,83.2,391.0,Baby Foods
Babyfood Baked Product Finger Snacks Cereal Fortified,100.0,g,6.4,9.9,76.7,421.0,Baby Foods
Babyfood Banana Apple Dessert Strained,100.0,g,0.3,0.2,16.3,68.0,Baby Foods
Babyfood Banana Juice With Low Fat Yogurt,100.0,g,2.5,0.8,17.5,86.0,Baby Foods
Babyfood Banana No Tapioca Strained,100.0,g,1.0,0.2,21.3,91.0,Baby Foods
Babyfood Banana With Mixed Berries Strained,100.0,g,1.0,0.4,21.3,92.0,Baby Foods
Babyfood Beverage Gerber Graduate Fruit Splashers,100.0,g,0.0,0.0,7.3,29.0,Baby Foods
Babyfood Carrots And Beef Strained,100.0,g,3.4,2.5,5.7,59.0,Baby Foods
Babyfood Carrots Toddler,100.0,g,0.6,0.3,5.2,21.0,Baby Foods
Babyfood Cereal Barley Dry Fortified,100.0,g,13.2,6.6,69.4,376.0,Baby Foods
Babyfood Cereal Barley Prepared With Whole Milk,100.0,g,3.7,3.3,9.9,84.0,Baby Foods
Babyfood Cereal Brown Rice Dry Instant,100.0,g,8.7,3.0,86.0,406.0,Baby Foods
Babyfood Cereal Egg Yolks And Bacon Junior,100.0,g,2.5,5.0,6.2,79.0,Baby Foods
Babyfood Cereal High Protein Prepared With Whole Milk,100.0,g,8.7,3.8,11.6,111.0,Baby Foods
Babyfood Cereal High Protein With Apple And Orange Dry,100.0,g,25.4,6.5,57.6,374.0,Baby Foods
Babyfood Cereal High Protein With Apple And Orange Prepared With Whole Milk,100.0,g,6.9,3.9,13.4,112.0,Baby Foods
Babyfood Cereal Mixed Dry Fortified,100.0,g,6.7,6.7,78.2,399.0,Baby Foods
Babyfood Cereal Mixed Prepared With Whole Milk,100.0,g,4.1,3.4,12.3,96.0,Baby Foods
Babyfood Cereal Mixed With Applesauce And Bananas Junior,100.0,g,0.7,0.5,18.8,84.0,Baby Foods
Babyfood Cereal Mixed With Applesauce And Bananas Strained,100.0,g,0.7,0.5,18.4,82.0,Baby Foods
Babyfood Cereal Mixed With Bananas Dry,100.0,g,10.7,4.6,77.1,391.0,Baby Foods
Babyfood Cereal Mixed With Bananas Prepared With Whole Milk,100.0,g,3.8,3.5,10.0,86.0,Baby Foods
Babyfood Cereal Mixed With Honey Prepared With Whole Milk,100.0,g,5.0,3.6,15.9,115.0,Baby Foods
Babyfood Cereal Oatmeal Dry Fortified,100.0,g,11.0,6.4,73.5,394.0,Baby Foods
Babyfood Cereal Oatmeal Dry Gerber Single Grain Fortified,100.0,g,10.9,6.4,73.6,396.0,NULL
Babyfood Cereal Oatmeal Prepared With Whole Milk,100.0,g,5.0,4.1,15.3,116.0,Baby Foods
Babyfood Cereal Oatmeal With Applesauce And Bananas Junior,100.0,g,0.9,0.9,16.0,76.0,Baby Foods
Babyfood Cereal Oatmeal With Applesauce And Bananas Strained,100.0,g,0.9,0.9,15.6,75.0,Baby Foods
Babyfood Cereal Oatmeal With Bananas Dry,100.0,g,6.7,6.7,78.1,399.0,Baby Foods
Babyfood Cereal Oatmeal With Bananas Prepared With Whole Milk,100.0,g,3.8,3.5,10.0,86.0,Baby Foods
Babyfood Cereal Oatmeal With Honey Dry,100.0,g,13.5,7.0,69.3,391.0,Baby Foods
Babyfood Cereal Oatmeal With Honey Prepared With Whole Milk,100.0,g,5.0,3.9,15.3,115.0,Baby Foods
Babyfood Cereal Rice Dry Fortified,100.0,g,6.7,2.2,83.1,390.0,Baby Foods
Babyfood Cereal Rice Prepared With Whole Milk,100.0,g,3.5,3.4,10.3,85.0,Baby Foods
Babyfood Cereal Rice With Applesauce And Bananas Strained,100.0,g,1.2,0.4,17.1,80.0,Baby Foods
Babyfood Cereal Rice With Bananas Dry,100.0,g,8.7,4.2,79.9,404.0,Baby Foods
Babyfood Cereal Rice With Bananas Prepared With Whole Milk,100.0,g,3.6,3.3,10.5,86.0,Baby Foods
Babyfood Cereal Rice With Honey Prepared With Whole Milk,100.0,g,3.9,3.3,17.1,115.0,Baby Foods
Babyfood Cereal Rice With Pears And Apple Dry Instant Fortified,100.0,g,6.6,0.9,88.5,389.0,Baby Foods
Babyfood Cereal Whole Wheat With Apples Dry Fortified,100.0,g,6.6,4.8,83.2,402.0,Baby Foods
Babyfood Cereal With Egg Yolks Junior,100.0,g,1.9,1.8,7.1,52.0,Baby Foods
Babyfood Cereal With Egg Yolks Strained,100.0,g,1.9,1.8,7.0,51.0,Baby Foods
Babyfood Cereal With Eggs Strained,100.0,g,2.2,1.5,8.0,58.0,Baby Foods
Babyfood Cherry Cobbler Junior,100.0,g,0.3,0.1,19.2,78.0,Baby Foods
Babyfood Cookie Baby Fruit,100.0,g,6.8,12.6,73.7,435.0,Baby Foods
Babyfood Cookies,100.0,g,11.8,13.2,67.1,433.0,Baby Foods
Babyfood Cookies Arrowroot,100.0,g,7.6,10.0,75.4,424.0,Baby Foods
Babyfood Corn And Sweet Potatoes Strained,100.0,g,1.3,0.3,15.2,68.0,Baby Foods
Babyfood Crackers Vegetable,100.0,g,8.4,19.6,66.8,477.0,Baby Foods
Babyfood Dessert Banana Pudding Strained,100.0,g,1.0,0.8,14.1,68.0,Baby Foods
Babyfood Dessert Banana Yogurt Strained,100.0,g,1.1,0.5,17.4,78.0,Baby Foods
Babyfood Dessert Blueberry Yogurt Strained,100.0,g,0.5,0.7,17.1,77.0,Baby Foods
Babyfood Dessert Cherry Vanilla Pudding Junior,100.0,g,0.2,0.2,18.4,69.0,Baby Foods
Babyfood Dessert Cherry Vanilla Pudding Strained,100.0,g,0.2,0.3,17.8,68.0,Baby Foods
Babyfood Dessert Custard Pudding Vanilla Junior,100.0,g,1.8,1.0,17.6,86.0,Baby Foods
Babyfood Dessert Custard Pudding Vanilla Strained,100.0,g,1.6,2.0,16.0,85.0,Baby Foods
Babyfood Dessert Dutch Apple Junior,100.0,g,0.2,0.2,19.2,79.0,Baby Foods
Babyfood Dessert Dutch Apple Strained,100.0,g,0.2,0.4,19.7,75.0,Baby Foods
Babyfood Dessert Fruit Dessert Without Ascorbic Acid Junior,100.0,g,0.3,0.0,17.2,63.0,Baby Foods
Babyfood Dessert Fruit Dessert Without Ascorbic Acid Strained,100.0,g,0.3,0.0,16.0,59.0,Baby Foods
Babyfood Dessert Fruit Pudding Orange Strained,100.0,g,1.1,0.9,17.7,80.0,Baby Foods
Babyfood Dessert Fruit Pudding Pineapple Strained,100.0,g,1.3,0.3,20.3,81.0,Baby Foods
Babyfood Dessert Peach Cobbler Junior,100.0,g,0.3,0.0,18.3,67.0,Baby Foods
Babyfood Dessert Peach Cobbler Strained,100.0,g,0.3,0.0,17.8,65.0,Baby Foods
Babyfood Dessert Peach Melba Junior,100.0,g,0.3,0.0,16.4,60.0,Baby Foods
Babyfood Dessert Peach Melba Strained,100.0,g,0.2,0.0,16.5,60.0,Baby Foods
Babyfood Dessert Peach Yogurt,100.0,g,0.9,0.2,17.6,77.0,Baby Foods
Babyfood Dessert Tropical Fruit Junior,100.0,g,0.2,0.0,16.4,60.0,Baby Foods
Babyfood Dinner Apples And Chicken Strained,100.0,g,2.2,1.4,10.9,65.0,Baby Foods
Babyfood Dinner Beef And Rice Toddler,100.0,g,5.0,2.9,8.8,82.0,Baby Foods
Babyfood Dinner Beef Lasagna Toddler,100.0,g,4.2,2.1,10.0,77.0,Baby Foods
Babyfood Dinner Beef Noodle Junior,100.0,g,2.5,1.9,7.3,57.0,Baby Foods
Babyfood Dinner Beef Noodle Strained,100.0,g,2.4,2.3,8.2,63.0,Baby Foods
Babyfood Dinner Beef With Vegetables,100.0,g,2.0,6.9,6.4,96.0,Baby Foods
Babyfood Dinner Broccoli And Chicken Junior,100.0,g,3.6,2.5,6.3,62.0,Baby Foods
Babyfood Dinner Chicken And Rice,100.0,g,1.6,0.9,9.2,51.0,Baby Foods
Babyfood Dinner Chicken Noodle Junior,100.0,g,3.5,3.2,7.8,74.0,Baby Foods
Babyfood Dinner Chicken Noodle Strained,100.0,g,3.5,3.2,7.8,74.0,Baby Foods
Babyfood Dinner Chicken Soup Strained,100.0,g,1.6,1.7,7.2,50.0,Baby Foods
Babyfood Dinner Chicken Stew Toddler,100.0,g,5.2,3.7,6.4,78.0,Baby Foods
Babyfood Dinner Macaroni And Cheese Junior,100.0,g,2.6,2.0,8.2,61.0,Baby Foods
Babyfood Dinner Macaroni And Cheese Strained,100.0,g,3.1,2.1,8.9,67.0,Baby Foods
Babyfood Dinner Macaroni And Tomato And Beef Junior,100.0,g,2.5,1.1,9.4,59.0,Baby Foods
Babyfood Dinner Macaroni And Tomato And Beef Strained,100.0,g,2.4,1.5,9.4,61.0,Baby Foods
Babyfood Dinner Macaroni Beef And Tomato Sauce Toddler,100.0,g,4.3,1.9,11.5,82.0,Baby Foods
Babyfood Dinner Mixed Vegetable Junior,100.0,g,1.0,0.1,7.9,34.0,Baby Foods
Babyfood Dinner Mixed Vegetable Strained,100.0,g,1.2,0.1,9.5,41.0,Baby Foods
Babyfood Dinner Pasta With Vegetables,100.0,g,1.7,2.1,8.4,60.0,Baby Foods
Babyfood Dinner Spaghetti And Tomato And Meat Junior,100.0,g,2.6,1.4,11.4,68.0,Baby Foods
Babyfood Dinner Spaghetti And Tomato And Meat Toddler,100.0,g,5.3,1.0,10.8,75.0,Baby Foods
Babyfood Dinner Sweet Potatoes And Chicken Strained,100.0,g,2.5,2.2,11.0,74.0,Baby Foods
Babyfood Dinner Turkey And Rice Junior,100.0,g,2.4,0.9,9.6,56.0,Baby Foods
Babyfood Dinner Turkey And Rice Strained,100.0,g,2.3,1.2,7.9,52.0,Baby Foods
Babyfood Dinner Turkey Rice And Vegetables Toddler,100.0,g,3.8,1.6,7.5,60.0,Baby Foods
Babyfood Dinner Vegetables And Beef Junior,100.0,g,2.2,3.6,8.8,77.0,Baby Foods
Babyfood Dinner Vegetables And Beef Strained,100.0,g,2.2,3.6,8.8,77.0,Baby Foods
Babyfood Dinner Vegetables And Chicken Junior,100.0,g,2.0,1.1,8.7,53.0,Baby Foods
Babyfood Dinner Vegetables And Dumplings And Beef Junior,100.0,g,2.1,0.8,8.0,48.0,Baby Foods
Babyfood Dinner Vegetables And Dumplings And Beef Strained,100.0,g,2.0,0.9,7.7,48.0,Baby Foods
Babyfood Dinner Vegetables And Lamb Junior,100.0,g,2.1,1.7,7.1,51.0,Baby Foods
Babyfood Dinner Vegetables And Noodles And Turkey Junior,100.0,g,1.8,1.5,7.6,52.0,Baby Foods
Babyfood Dinner Vegetables And Noodles And Turkey Strained,100.0,g,1.2,1.2,6.8,44.0,Baby Foods
Babyfood Dinner Vegetables And Turkey Junior,100.0,g,1.7,1.7,7.5,53.0,Baby Foods
Babyfood Dinner Vegetables And Turkey Strained,100.0,g,2.3,0.9,7.6,48.0,Baby Foods
Babyfood Dinner Vegetables Chicken Strained,100.0,g,2.5,1.7,8.4,59.0,Baby Foods
Babyfood Dinner Vegetables Noodles And Chicken Junior,100.0,g,1.7,2.2,9.1,64.0,Baby Foods
Babyfood Dinner Vegetables Noodles And Chicken Strained,100.0,g,2.0,2.5,7.9,63.0,Baby Foods
Babyfood Fortified Cereal Bar Fruit Filling,100.0,g,5.4,5.3,68.6,344.0,Baby Foods
Babyfood Fruit And Vegetable Apple And Sweet Potato,100.0,g,0.3,0.2,15.3,64.0,Baby Foods
Babyfood Fruit Apple And Blueberry Junior,100.0,g,0.2,0.2,16.6,62.0,Baby Foods
Babyfood Fruit Apple And Blueberry Strained,100.0,g,0.2,0.2,16.3,61.0,Baby Foods
Babyfood Fruit Apple And Raspberry Junior,100.0,g,0.2,0.2,15.4,58.0,Baby Foods
Babyfood Fruit Apple And Raspberry Strained,100.0,g,0.2,0.2,15.6,58.0,Baby Foods
Babyfood Fruit Applesauce And Apricots Junior,100.0,g,0.2,0.2,12.4,47.0,Baby Foods
Babyfood Fruit Applesauce And Apricots Strained,100.0,g,0.2,0.2,11.6,44.0,Baby Foods
Babyfood Fruit Applesauce And Cherries Junior,100.0,g,0.0,0.0,14.1,51.0,Baby Foods
Babyfood Fruit Applesauce And Cherries Strained,100.0,g,0.0,0.0,14.1,51.0,Baby Foods
Babyfood Fruit Applesauce And Pineapple Junior,100.0,g,0.1,0.1,10.5,39.0,Baby Foods
Babyfood Fruit Applesauce And Pineapple Strained,100.0,g,0.1,0.1,10.1,37.0,Baby Foods
Babyfood Fruit Applesauce Junior,100.0,g,0.0,0.0,10.3,37.0,Baby Foods
Babyfood Fruit Applesauce Strained,100.0,g,0.2,0.2,10.8,41.0,Baby Foods
Babyfood Fruit Applesauce With Banana Junior,100.0,g,0.4,0.1,16.2,66.0,Baby Foods
Babyfood Fruit Apricot With Tapioca Junior,100.0,g,0.3,0.0,17.3,63.0,Baby Foods
Babyfood Fruit Apricot With Tapioca Strained,100.0,g,0.3,0.0,16.3,60.0,Baby Foods
Babyfood Fruit Banana And Strawberry Junior,100.0,g,0.7,0.4,25.8,109.0,Baby Foods
Babyfood Fruit Bananas And Pineapple With Tapioca Junior,100.0,g,0.2,0.1,18.4,68.0,Baby Foods
Babyfood Fruit Bananas And Pineapple With Tapioca Strained,100.0,g,0.2,0.0,17.8,65.0,Baby Foods
Babyfood Fruit Bananas With Apples And Pears Strained,100.0,g,0.9,0.2,19.3,83.0,Baby Foods
Babyfood Fruit Bananas With Tapioca Junior,100.0,g,0.4,0.2,17.8,67.0,Baby Foods
Babyfood Fruit Bananas With Tapioca Strained,100.0,g,0.4,0.1,15.3,56.0,Baby Foods
Babyfood Fruit Dessert Mango With Tapioca,100.0,g,0.3,0.2,19.0,70.0,Baby Foods
Babyfood Fruit Guava And Papaya With Tapioca Strained,100.0,g,0.2,0.1,17.0,63.0,Baby Foods
Babyfood Fruit Papaya And Applesauce With Tapioca Strained,100.0,g,0.2,0.1,18.9,70.0,Baby Foods
Babyfood Fruit Peaches Junior,100.0,g,0.9,0.3,14.5,65.0,Baby Foods
Babyfood Fruit Peaches Strained,100.0,g,0.9,0.3,14.5,65.0,Baby Foods
Babyfood Fruit Pears And Pineapple Junior,100.0,g,0.3,0.2,11.4,44.0,Baby Foods
Babyfood Fruit Pears And Pineapple Strained,100.0,g,0.3,0.1,10.9,41.0,Baby Foods
Babyfood Fruit Pears Junior,100.0,g,0.3,0.1,11.6,44.0,Baby Foods
Babyfood Fruit Pears Strained,100.0,g,0.3,0.2,10.8,42.0,Baby Foods
Babyfood Fruit Plums With Tapioca Without Ascorbic Acid Junior,100.0,g,0.1,0.0,20.5,74.0,Baby Foods
Babyfood Fruit Plums With Tapioca Without Ascorbic Acid Strained,100.0,g,0.1,0.0,19.7,71.0,Baby Foods
Babyfood Fruit Prunes With Tapioca Without Ascorbic Acid Junior,100.0,g,0.6,0.1,18.7,70.0,Baby Foods
Babyfood Fruit Prunes With Tapioca Without Ascorbic Acid Strained,100.0,g,0.6,0.1,18.5,69.0,Baby Foods
Babyfood Fruit Supreme Dessert,100.0,g,0.5,0.2,17.2,73.0,Baby Foods
Babyfood Fruit Tutti Frutti Junior,100.0,g,0.4,0.4,16.0,69.0,Baby Foods
Babyfood Fruit Tutti Frutti Strained,100.0,g,0.4,0.3,15.5,66.0,Baby Foods
Babyfood Gerber 2nd Foods Apple Carrot And Squash Organic,100.0,g,1.1,0.0,14.8,64.0,Baby Foods
Babyfood Gerber 3rd Foods Apple Mango And Kiwi,100.0,g,0.5,0.0,12.9,48.0,Baby Foods
Babyfood Gerber Banana With Orange Medley,100.0,g,1.1,0.0,20.4,69.0,Baby Foods
Babyfood Grape Juice No Sugar Canned,100.0,g,0.0,0.0,15.4,62.0,Baby Foods
Babyfood Green Beans And Turkey Strained,100.0,g,4.1,1.5,5.3,51.0,Baby Foods
Babyfood Green Beans Dices Toddler,100.0,g,1.2,0.2,5.7,29.0,Baby Foods
Babyfood Juice Apple,100.0,g,0.0,0.1,11.7,47.0,Baby Foods
Babyfood Juice Apple - Cherry,100.0,g,0.2,0.1,11.2,47.0,Baby Foods
Babyfood Juice Apple And Grape,100.0,g,0.1,0.2,11.3,46.0,Baby Foods
Babyfood Juice Apple And Peach,100.0,g,0.2,0.1,10.5,43.0,Baby Foods
Babyfood Juice Apple And Prune,100.0,g,0.2,0.1,18.1,72.0,Baby Foods
Babyfood Juice Apple With Calcium,100.0,g,0.1,0.1,11.1,46.0,Baby Foods
Babyfood Juice Apple-Sweet Potato,100.0,g,0.3,0.1,11.4,47.0,Baby Foods
Babyfood Juice Fruit Punch With Calcium,100.0,g,0.2,0.1,12.7,52.0,Baby Foods
Babyfood Juice Mixed Fruit,100.0,g,0.1,0.1,11.7,47.0,Baby Foods
Babyfood Juice Orange,100.0,g,0.6,0.3,10.2,45.0,Baby Foods
Babyfood Juice Orange And Apple,100.0,g,0.4,0.2,10.1,43.0,Baby Foods
Babyfood Juice Orange And Apple And Banana,100.0,g,0.4,0.1,11.5,47.0,Baby Foods
Babyfood Juice Orange And Apricot,100.0,g,0.8,0.1,10.9,46.0,Baby Foods
Babyfood Juice Orange And Banana,100.0,g,0.7,0.1,11.9,50.0,Baby Foods
Babyfood Juice Orange And Pineapple,100.0,g,0.5,0.1,11.7,48.0,Baby Foods
Babyfood Juice Orange-Carrot,100.0,g,0.5,0.1,9.9,43.0,Baby Foods
Babyfood Juice Pear,100.0,g,0.0,0.0,11.9,43.0,Baby Foods
Babyfood Juice Prune And Orange,100.0,g,0.6,0.3,16.8,70.0,Baby Foods
Babyfood Juice Treats Fruit Medley Toddler,100.0,g,0.0,0.0,86.7,347.0,Baby Foods
Babyfood Macaroni And Cheese Toddler,100.0,g,3.5,2.6,11.2,82.0,Baby Foods
Babyfood Mashed Cheddar Potatoes And Broccoli Toddlers,100.0,g,1.1,1.5,7.5,48.0,Baby Foods
Babyfood Meat Beef Junior,100.0,g,12.0,2.5,2.4,81.0,Baby Foods
Babyfood Meat Beef Strained,100.0,g,12.0,2.5,2.4,81.0,Baby Foods
Babyfood Meat Beef With Vegetables Toddler,100.0,g,3.5,2.1,8.7,69.0,Baby Foods
Babyfood Meat Chicken Junior,100.0,g,14.0,9.6,0.0,146.0,Baby Foods
Babyfood Meat Chicken Sticks Junior,100.0,g,14.6,14.4,1.5,188.0,Baby Foods
Babyfood Meat Chicken Strained,100.0,g,13.7,7.9,0.1,130.0,Baby Foods
Babyfood Meat Ham Junior,100.0,g,11.3,3.8,3.7,97.0,Baby Foods
Babyfood Meat Ham Strained,100.0,g,11.3,3.8,3.7,97.0,Baby Foods
Babyfood Meat Lamb Junior,100.0,g,15.2,5.2,0.0,112.0,Baby Foods
Babyfood Meat Lamb Strained,100.0,g,14.1,3.4,0.8,94.0,Baby Foods
Babyfood Meat Meat Sticks Junior,100.0,g,13.4,14.6,1.1,184.0,Baby Foods
Babyfood Meat Pork Strained,100.0,g,14.0,7.1,0.0,124.0,Baby Foods
Babyfood Meat Turkey Junior,100.0,g,11.5,6.2,1.4,111.0,Baby Foods
Babyfood Meat Turkey Sticks Junior,100.0,g,13.7,14.2,1.4,188.0,Baby Foods
Babyfood Meat Turkey Strained,100.0,g,11.5,6.2,1.4,111.0,Baby Foods
Babyfood Meat Veal Strained,100.0,g,13.1,2.5,1.5,81.0,Baby Foods
Babyfood Mixed Fruit Juice With Low Fat Yogurt,100.0,g,2.4,0.8,14.7,74.0,Baby Foods
Babyfood Mixed Fruit Yogurt Strained,100.0,g,0.8,0.8,16.2,75.0,Baby Foods
Babyfood Multigrain Whole Grain Cereal Dry Fortified,100.0,g,6.7,6.7,80.1,407.0,Baby Foods
Babyfood Oatmeal Cereal With Fruit Dry Instant Toddler Fortified,100.0,g,10.5,7.0,74.1,402.0,Baby Foods
Babyfood Peaches Dices Toddler,100.0,g,0.5,0.2,11.8,51.0,Baby Foods
Babyfood Pears Dices Toddler,100.0,g,0.3,0.1,13.6,57.0,Baby Foods
Babyfood Peas And Brown Rice,100.0,g,3.4,0.5,11.5,64.0,Baby Foods
Babyfood Peas Dices Toddler,100.0,g,3.9,0.8,10.3,64.0,Baby Foods
Babyfood Plums Bananas And Rice Strained,100.0,g,1.1,0.3,12.7,57.0,Baby Foods
Babyfood Potatoes Toddler,100.0,g,1.0,0.1,11.7,52.0,Baby Foods
Babyfood Pretzels,100.0,g,10.8,2.0,82.2,397.0,Baby Foods
Babyfood Prunes Without Vitamin C Strained,100.0,g,1.0,0.2,23.5,100.0,Baby Foods
Babyfood Ravioli Cheese Filled With Tomato Sauce,100.0,g,3.6,2.2,16.3,99.0,Baby Foods
Babyfood Rice And Apples Dry,100.0,g,6.7,2.4,86.9,396.0,Baby Foods
Babyfood Rice Cereal Dry Earths Best Organic Whole Grain Fortified Only With Iron,100.0,g,7.5,4.9,78.1,386.0,NULL
Babyfood Snack Gerber Graduate Fruit  Strips Real Fruit Bars,100.0,g,0.8,2.2,76.6,330.0,Baby Foods
Babyfood Snack Gerber Graduate Yogurt Melts,100.0,g,14.3,4.0,71.8,380.0,Baby Foods
Babyfood Snack Gerber Graduates Lil Crunchies Baked Whole Grain Corn Snack,100.0,g,0.0,28.6,61.6,503.0,Baby Foods
Babyfood Teething Biscuits,100.0,g,8.0,9.3,72.5,407.0,Baby Foods
Babyfood Tropical Fruit Medley,100.0,g,0.3,0.1,12.2,46.0,Baby Foods
Babyfood Vegetable And Brown Rice Strained,100.0,g,1.9,1.5,12.1,69.0,Baby Foods
Babyfood Vegetable Butternut Squash And Corn,100.0,g,2.0,0.6,9.3,50.0,Baby Foods
Babyfood Vegetable Green Beans And Potatoes,100.0,g,2.2,1.9,9.0,62.0,Baby Foods
Babyfood Vegetables Beets Strained,100.0,g,1.3,0.1,7.7,34.0,Baby Foods
Babyfood Vegetables Carrots Junior,100.0,g,0.8,0.2,7.2,32.0,Baby Foods
Babyfood Vegetables Carrots Strained,100.0,g,0.8,0.1,6.0,26.0,Baby Foods
Babyfood Vegetables Corn Creamed Junior,100.0,g,1.4,0.4,16.2,65.0,Baby Foods
Babyfood Vegetables Corn Creamed Strained,100.0,g,1.4,0.4,14.1,57.0,Baby Foods
Babyfood Vegetables Garden Vegetable Strained,100.0,g,2.3,0.2,6.8,32.0,Baby Foods
Babyfood Vegetables Green Beans Junior,100.0,g,1.2,0.1,5.8,24.0,Baby Foods
Babyfood Vegetables Green Beans Strained,100.0,g,1.2,0.2,6.3,27.0,Baby Foods
Babyfood Vegetables Mix Vegetables Junior,100.0,g,1.4,0.4,8.2,36.0,Baby Foods
Babyfood Vegetables Mix Vegetables Strained,100.0,g,1.0,0.5,8.2,36.0,Baby Foods
Babyfood Vegetables Peas Strained,100.0,g,3.3,0.4,8.4,50.0,Baby Foods
Babyfood Vegetables Spinach Creamed Strained,100.0,g,2.5,1.3,5.7,37.0,Baby Foods
Babyfood Vegetables Squash Junior,100.0,g,0.8,0.2,5.7,24.0,Baby Foods
Babyfood Vegetables Squash Strained,100.0,g,0.8,0.2,5.7,28.0,Baby Foods
Babyfood Vegetables Sweet Potatoes Junior,100.0,g,1.1,0.1,14.0,60.0,Baby Foods
Babyfood Vegetables Sweet Potatoes Strained,100.0,g,1.1,0.1,13.2,57.0,Baby Foods
Babyfood Water Bottled Gerber Without Added Fluoride.,100.0,g,0.0,0.0,0.0,0.0,Baby Foods
Babyfood Yogurt Whole Milk With Fruit Multigrain Cereal And Added Dha Fortified,100.0,g,3.4,3.5,13.2,98.0,Baby Foods
Babyfood Yogurt Whole Milk With Fruit Multigrain Cereal And Added Iron Fortified,100.0,g,3.0,3.1,13.0,92.0,Baby Foods
Bacardi Cocktail,100.0,g,0.1,0.1,16.1,123.0,Beverages
Bacon (Pan-Fried),100.0,g,33.9,35.1,1.7,468.0,Meats
Bacon (Raw),100.0,g,13.7,37.1,0.0,393.0,Meats
Bacon And Beef Sticks,100.0,g,29.1,44.2,0.8,517.0,Meats
Bacon And Cheese Sandwich With Spread,100.0,g,13.4,16.9,26.2,313.0,Fast Foods
Bacon And Egg Sandwich,100.0,g,12.4,10.7,21.8,237.0,Fast Foods
Bacon Bits Meatless,100.0,g,32.0,25.9,28.6,476.0,Beans and Lentils
Bacon Breaded Fried Chicken Fillet And Tomato Club With Lettuce And Spread,100.0,g,12.4,13.8,20.8,257.0,Fast Foods
Bacon Cheeseburger 1 Large Patty With Condiments On Bun From Fast Food / Restaurant,100.0,g,13.6,14.8,11.8,237.0,Fast Foods
Bacon Cheeseburger 1 Medium Patty Plain On Bun From Fast Food / Restaurant,100.0,g,18.9,17.8,21.9,325.0,Fast Foods
Bacon Cheeseburger 1 Medium Patty Plain On White Bun,100.0,g,20.5,16.2,17.2,302.0,Fast Foods
Bacon Cheeseburger 1 Medium Patty With Condiments On Bun From Fast Food / Restaurant,100.0,g,16.5,15.8,18.5,282.0,Fast Foods
Bacon Cheeseburger 1 Medium Patty With Condiments On Wheat Bun,100.0,g,16.2,13.8,13.5,244.0,Fast Foods
Bacon Cheeseburger 1 Medium Patty With Condiments On White Bun,100.0,g,15.7,13.7,14.7,248.0,Fast Foods
Bacon Cheeseburger 1 Medium Patty With Condiments On Whole Wheat Bun,100.0,g,16.2,13.8,13.5,244.0,Fast Foods
Bacon Cheeseburger 1 Small Patty With Condiments On Bun From Fast Food / Restaurant,100.0,g,15.2,14.8,23.5,287.0,Fast Foods
Bacon Cheeseburger 1 Small Patty With Condiments On Bun From Fast Food / Restaurant (Wendy's Jr. Bacon Cheeseburger),100.0,g,14.8,13.5,23.0,272.0,Fast Foods
Bacon Chicken And Tomato Club Sandwich On Multigrain Roll With Lettuce And Spread,100.0,g,18.1,11.2,12.2,223.0,Fast Foods
Bacon Grease,100.0,g,0.0,99.5,0.0,897.0,Fats and Oils
Bacon Lettuce And Tomato Sandwich With Spread,100.0,g,7.5,10.3,21.2,207.0,Fast Foods
Bacon Lettuce Tomato And Cheese Submarine Sandwich With Spread,100.0,g,11.0,14.0,15.7,233.0,Fast Foods
Bacon Meatless,100.0,g,11.7,29.5,5.3,309.0,Beans and Lentils
Bacon On Biscuit,100.0,g,9.8,14.1,47.2,355.0,Fast Foods
Bacon Pre-Sliced Reduced/low Sodium Unprepared,100.0,g,12.5,39.3,0.8,407.0,Meats
Bacon Sandwich With Spread,100.0,g,17.1,17.9,30.5,356.0,Fast Foods
Bacon Soup Cream Of Prepared With Water,100.0,g,1.2,2.9,3.6,46.0,Soups and Sauces
Bacon Turkey Low Sodium,100.0,g,13.3,20.0,4.8,253.0,Meats
Bagel,100.0,g,10.6,1.3,52.4,264.0,Baked Foods
Bagel (Oat Bran),100.0,g,10.7,1.2,53.3,255.0,Baked Foods
Bagel Multigrain,100.0,g,10.2,1.5,48.9,250.0,Baked Foods
Bagel Multigrain With Raisins,100.0,g,9.5,1.4,51.9,255.0,Baked Foods
Bagel Oat Bran,100.0,g,10.2,1.5,48.9,250.0,Baked Foods
Bagel Pumpernickel,100.0,g,10.2,1.5,48.9,250.0,Baked Foods
Bagel Wheat,100.0,g,10.2,1.5,48.9,250.0,Baked Foods
Bagel Wheat Bran,100.0,g,10.2,1.5,48.9,250.0,Baked Foods
Bagel Wheat With Fruit And Nuts,100.0,g,9.5,2.7,50.8,261.0,Baked Foods
